Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Age,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,intake_is_dead,outcome_is_dead,was_outcome_alive
A617399,*OLIVIA,CAT,TORTIE,BLACK,Spayed,11/9/2015,7,4/11/2017,FERAL,STRAY,FIELD,,6/21/2017,"1400 BLK PINE AVE, LONG BEACH, CA 90813",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A617427,,CAT,ORANGE,WHITE,Male,11/10/2011,11,11/10/2018,INJURED  SEVERE,STRAY,FIELD,,11/10/2018,"1500 BLK N STANTON PL, LONG BEACH, CA 90804",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A617428,,CAT,BRN TABBY,,Female,10/7/2018,4,11/10/2018,UNDER AGE/WEIGHT,STRAY,OTC,,11/15/2018,"LOS COYOTES DIAGONAL / N BELLFLOWER BLVD, LONG BEACH, CA 90815",LONG BEACH,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A617510,*EMMY,CAT,GRAY,WHITE,Female,10/13/2018,4,11/13/2018,UNDER AGE/WEIGHT,STRAY,FIELD,,1/6/2019,"800 BLK MARTIN LUTHER KING JR AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A617524,PICKLE,CAT,BRN TABBY,,Female,11/14/2016,6,12/12/2021,NORMAL,CONFISCATE,OWNER DIED,,12/14/2021,"100 BLK 4TH ST, SEAL BEACH, CA 90740",SEAL BEACH,RETURN TO RESCUE,ZAZZYCAT,Alive on Intake,FALSE,1
A617525,CUPCAKE,CAT,GRAY,WHITE,Female,11/14/2016,6,12/12/2021,NORMAL,CONFISCATE,OWNER DIED,,12/14/2021,"100 BLK 4TH ST, SEAL BEACH, CA 90740",SEAL BEACH,RETURN TO RESCUE,ZAZZYCAT,Alive on Intake,FALSE,1
A617571,,CAT,BLACK,,Unknown,11/14/2018,4,10/31/2018,NORMAL,STRAY,OTC,,11/16/2018,"10TH ST / DAISY AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A617591,,CAT,BRN TABBY,WHITE,Male,7/15/2018,4,11/15/2018,NORMAL,CONFISCATE,ABANDON,,11/27/2018,"500 BLK W OCEAN BLVD, LONG BEACH, CA 90802",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A617610,*MIRACLE,CAT,BRN TABBY,,Male,10/11/2018,4,11/16/2018,UNDER AGE/WEIGHT,STRAY,OTC,,12/10/2018,"2700 GUNDRY AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A617630,,CAT,WHITE,BLACK,Unknown,11/16/2015,7,11/16/2018,ILL MODERATETE,STRAY,TRAP,,11/29/2018,"3300 BLK E 2ND ST, LONG BEACH, CA 90803",LONG BEACH,EUTHANASIA,INJ MODERA,Alive on Intake,TRUE,0
A617632,JACK,CAT,BLACK,,Male,11/16/2008,14,11/16/2018,NORMAL,OWNER SURRENDER,OTC,,1/4/2019,"6100 BLK E HUNTDALE ST, ,LONG BEACH, CA 90808",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A617685,,CAT,GRAY,,Male,8/17/2018,4,11/17/2018,ILL MILD,STRAY,OTC,,11/17/2018,"2000 CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,ILL MODERA,Alive on Intake,TRUE,0
A617802,,CAT,BRN TABBY,,Unknown,10/16/2018,4,11/21/2018,UNDER AGE/WEIGHT,STRAY,OTC,,11/21/2018,"200 E NEECE ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,UNDRAGE/WT,Alive on Intake,TRUE,0
A617819,,CAT,TORTIE,,Female,11/19/2018,4,11/21/2018,UNDER AGE/WEIGHT,STRAY,OTC,,12/18/2018,"1300 BLK W TAPER ST, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A617828,*SLICK,CAT,BLACK,,Neutered,11/21/2017,5,11/21/2018,NORMAL,STRAY,OTC,,12/26/2018,"900 DAWSON AVE, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A617898,*CHARLOTTE,CAT,BROWN,BROWN,Spayed,9/23/2018,4,11/23/2018,NORMAL,STRAY,TRAP,,3/29/2019,"1600 BLK W 16TH ST, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,,Alive on Intake,FALSE,1
A617921,*SIMON,CAT,GRAY,,Male,9/24/2018,4,11/24/2018,NORMAL,STRAY,OTC,,12/2/2018,"3000 E PLYMOUTH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A618351,,CAT,CRM TABBY,,Unknown,11/3/2018,4,12/3/2018,UNDER AGE/WEIGHT,STRAY,FIELD,,12/3/2018,"2100 E SPAULDING CT, LONG BEACH, CA 90804",LONG BEACH,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A618478,TEDDY,CAT,BROWN,BLACK,Neutered,4/3/2010,13,2/2/2020,NORMAL,OWNER SURRENDER,OTC,TOO BIG,2/20/2020,"2000 BLK SAN FRANCISCO AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A618496,*CARNIE,CAT,BRN TABBY,WHITE,Female,6/8/2018,4,12/8/2018,NORMAL,STRAY,ABAN SHLTR,,12/29/2018,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A618765,,CAT,BRN TABBY,,Female,12/13/2015,7,12/13/2018,INJURED  SEVERE,STRAY,FIELD,,12/13/2018,"800 BLK CHERRY AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A618849,,CAT,ORG TABBY,WHITE,Male,12/14/2017,5,12/14/2018,ILL SEVERE,STRAY,FIELD,,12/15/2018,"7000 BLK EASTONDALE AVE, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A618863,*KATHERINE,CAT,BLACK,,Female,12/15/2011,11,12/15/2018,NORMAL,STRAY,OTC,,1/9/2019,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A618887,,CAT,GRAY,,Male,11/7/2018,4,12/16/2018,UNDER AGE/WEIGHT,STRAY,OTC,,12/17/2018,"4000 BLK KATELLA AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A618891,,CAT,TORTIE DIL,,Female,11/7/2018,4,12/16/2018,UNDER AGE/WEIGHT,STRAY,OTC,,12/17/2018,"4000 BLK KATELLA AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A618943,*WINSTEN,CAT,WHITE,BLACK,Male,10/17/2018,4,12/17/2018,NORMAL,STRAY,OTC,,12/21/2018,"E PACIFIC COAST HWY / ORIZABA AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A619025,,CAT,TAN,WHITE,Unknown,12/19/2011,11,12/19/2018,ILL MILD,STRAY,OTC,,12/19/2018,"6500 GUNDRY AVE, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A619039,,CAT,ORANGE,WHITE,Male,6/19/2018,4,12/19/2018,NORMAL,STRAY,OTC,,12/23/2018,"1000 BLK N ALMOND ST, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A619044,,CAT,CALICO,WHITE,Female,8/19/2018,4,12/19/2018,NORMAL,STRAY,OTC,,12/22/2018,"1000 N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A619078,,CAT,BLACK,WHITE,Male,10/20/2018,4,12/20/2018,NORMAL,STRAY,OTC,,12/25/2018,"19300 BLK FAGAN CT, CERRITOS, CA 90703",CERRITOS,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A619106,*HANDSOME,CAT,BLACK,WHITE,Male,12/21/2016,6,12/21/2018,FRACTIOUS,STRAY,OTC,,3/23/2019,"19300 BLK FAGAN CT, CERRITOS, CA 90703",CERRITOS,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A619196,*PRINCE PANTHER,CAT,BLACK,WHITE,Male,12/23/2014,8,12/23/2018,NORMAL,STRAY,OTC,,1/4/2019,"6000 BLK N ATLANTIC PL, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A619492,,CAT,WHITE,,Female,10/29/2018,4,12/29/2018,NORMAL,STRAY,FIELD,,1/1/2019,"1300 BLK E JACKSON ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A619766,,CAT,TORTIE PT,WHITE,Female,1/3/2016,7,1/3/2019,NORMAL,STRAY,OTC,,1/6/2019,"1400 BLK OBISPO AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A619809,,CAT,GRAY TABBY,,Unknown,12/4/2018,4,1/4/2019,ILL SEVERE,STRAY,OTC,,1/5/2019,"400 BLK E ELLIS ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A619869,,CAT,WHITE,BLACK,Male,1/6/2018,5,1/6/2019,NORMAL,STRAY,OTC,,1/9/2019,"6000 BLK MYRTLE AVE, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A619955,,CAT,BLACK,WHITE,Male,11/23/2018,4,1/8/2019,NORMAL,STRAY,FIELD,,1/11/2019,"800 GLADYS AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A619995,,CAT,BLACK,,Female,1/9/2017,6,1/9/2019,NORMAL,STRAY,OTC,,1/12/2019,"6900 BLK E FAIRBROOK ST, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A620023,,CAT,FLAME PT,,Female,1/10/2016,7,1/10/2019,NORMAL,STRAY,OTC,,1/13/2019,"5600 BLK LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A620102,SNACKS,CAT,CREAM,WHITE,Neutered,1/11/2015,8,1/11/2019,INJURED  MILD,STRAY,OTC,,1/27/2019,"W WILLOW ST / EASY AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A620312,LUNA,CAT,BLACK,WHITE,Female,11/9/2018,4,1/15/2019,NORMAL,STRAY,OTC,,1/27/2019,"800 BLK HOFFMAN AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A620362,,CAT,GRAY,,Female,10/16/2018,4,1/16/2019,NORMAL,STRAY,FIELD,,1/20/2019,"800 BLK ORANGE AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A620363,,CAT,BRN TABBY,,Female,10/16/2018,4,1/16/2019,NORMAL,STRAY,FIELD,,1/20/2019,"800 BLK ORANGE AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A620377,,CAT,GRAY TABBY,,Unknown,1/10/2019,4,1/17/2019,UNDER AGE/WEIGHT,STRAY,OTC,,1/17/2019,"3100 BLK SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A620380,,CAT,BLACK,WHITE,Unknown,1/10/2019,4,1/17/2019,UNDER AGE/WEIGHT,STRAY,OTC,,1/17/2019,"3100 BLK SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A620417,,CAT,BLACK,,Female,9/17/2018,4,1/17/2019,NORMAL,STRAY,OTC,,1/20/2019,"PACIFIC AVE / W 10TH ST, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A620529,,CAT,BRN TABBY,,Female,1/19/2018,5,1/19/2019,INJURED  SEVERE,STRAY,FIELD,,1/19/2019,"3700 BLK E POPPY ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A620560,,CAT,ORG TABBY,,Female,9/14/2018,4,1/20/2019,NORMAL,STRAY,OTC,,1/23/2019,"1800 BLK W 29TH ST, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A620645,*JARED,CAT,BLACK,WHITE,Male,1/21/2017,6,1/21/2019,NORMAL,STRAY,FIELD,,2/15/2019,"300 BLK E MARKET ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,FNDANIFOUN,Alive on Intake,FALSE,1
A620655,*ASCOT,CAT,ORANGE,,Neutered,1/21/2016,7,1/21/2019,FRACTIOUS,STRAY,FIELD,,1/30/2019,"300 BLK E 19TH ST, LONG BEACH, CA 90806",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A620762,*JERSEY BLUE,CAT,FLAME PT,,Spayed,,,1/24/2019,FRACTIOUS,STRAY,FIELD,,2/1/2019,"12100 PARK ST, CERRITOS, CA 90703",CERRITOS,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A620828,*DEMIRICOUS,CAT,BLACK,,Spayed,1/25/2018,5,6/15/2019,FRACTIOUS,STRAY,OTC,,6/25/2019,"12000 BEACH ST, CERRITOS, CA 90703",CERRITOS,RETURN TO RESCUE,STRAYCATAL,Alive on Intake,FALSE,1
A620870,*TODDY,CAT,SEAL PT,,Neutered,1/26/2014,9,1/26/2019,NORMAL,STRAY,OTC,,2/6/2019,"7550 E SPRNG ST, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A620971,BUBBA,CAT,BRN TABBY,WHITE,Neutered,2/9/2008,15,1/27/2019,FRACTIOUS,STRAY,TRAP,,2/10/2019,"1600 W 16TH ST, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A621037,,CAT,BRN TABBY,WHITE,Female,12/15/2018,4,1/30/2019,UNDER AGE/WEIGHT,STRAY,FIELD,,2/21/2019,"10700 SOUTH ST, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A621039,OREO,CAT,BLACK,WHITE,Female,1/30/2014,9,1/30/2019,NORMAL,OWNER SURRENDER,OTC,ALLERGIC,1/31/2019,"2800 BLK ARTESIA BLVD, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A621139,MUFFIN,CAT,ORANGE,WHITE,Neutered,2/1/2012,11,2/1/2019,NORMAL,STRAY,OTC,,2/21/2019,"600 BLK E COOLIDGE ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A621188,,CAT,BLACK,,Unknown,2/2/2015,8,2/2/2019,NORMAL,STRAY,OTC,,2/2/2019,"4400 BLK CERRITOS AVE, LONG BEACH, CA 90807",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A621305,,CAT,CALICO,,Female,2/4/2018,5,2/4/2019,INJURED  SEVERE,STRAY,FIELD,,2/5/2019,"1800 BLK E HARDWICK ST, LONG BEACH, CA 90807",LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A621355,IGGY,CAT,WHITE,,Male,2/6/2015,8,2/6/2019,NORMAL,OWNER SURRENDER,OTC,AGG ANIMAL,2/7/2019,"1100 BLK E MARCELLUS ST, LONG BEACH, CA 90807",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A621429,SNOW,CAT,LI LYNX PT,,Neutered,7/1/2012,10,2/7/2019,NORMAL,OWNER SURRENDER,OTC,NO HOME,2/10/2019,"600 OHIO AVE, LONG BEACH, CA 90814",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A621450,RAYLAN,CAT,GRAY,WHITE,Male,2/7/2012,11,2/7/2019,NORMAL,OWNER SURRENDER,OTC,,2/8/2019,"4000 BLK CHARLEMAGNE AVE, LONG BEACH, CA 90808",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A621470,*AGLAOPE,CAT,WHITE,,Neutered,2/8/2014,9,2/8/2019,FRACTIOUS,STRAY,OTC,,2/15/2019,"6400 BLK FALCON AVE, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A621480,,CAT,BLACK,WHITE,Male,2/8/2016,7,2/8/2019,NORMAL,STRAY,OTC,,2/12/2019,"5700 E LOS ARCOS ST, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A621522,PJ,CAT,ORG TABBY,BROWN,Neutered,2/9/2009,14,2/9/2019,NORMAL,OWNER SURRENDER,OTC,CHILD PROB,2/11/2019,"100 E 23RD ST, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A621524,SPARKLE,CAT,SEAL PT,GRAY,Spayed,2/9/2008,15,2/9/2019,NORMAL,OWNER SURRENDER,OTC,CHILD PROB,2/10/2019,"100 E 23RD ST, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A621544,*THELXIEPEIA,CAT,BLACK,WHITE,Neutered,2/9/2016,7,2/9/2019,FRACTIOUS,STRAY,FIELD,,2/15/2019,"400 BLK E HULLETT ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A621557,,CAT,TORTIE,,Unknown,1/25/2019,4,2/9/2019,UNDER AGE/WEIGHT,STRAY,FIELD,,2/13/2019,"N PARAMOUNT BLVD / CANDLEWOOD ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A621801,,CAT,LYNX PT,,Female,10/13/2018,4,2/13/2019,NORMAL,STRAY,OTC,,2/16/2019,"JACOB AVE / 195TH ST, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A621930,*MR. DOO,CAT,BLACK,,Neutered,2/16/2015,8,2/16/2019,NORMAL,STRAY,TRAP,,2/26/2019,"3600 BLK E VERMONT ST, LONG BEACH, CA 90814",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A622073,,CAT,ORANGE,WHITE,Unknown,2/17/2012,11,2/17/2019,ILL SEVERE,STRAY,FIELD,,2/17/2019,"3600 BLK GARDENIA AVE, LONG BEACH, CA 90807",LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A622165,KIKI,CAT,BRN TABBY,,Neutered,2/18/2017,6,2/18/2019,ILL SEVERE,STRAY,FIELD,,2/19/2019,"600 W 8TH ST, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A622228,,CAT,BROWN,WHITE,Female,2/20/2015,8,2/20/2019,NORMAL,STRAY,OTC,,2/21/2019,"1300 BLK CHERRY AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A622240,POOPSY,CAT,BLACK,WHITE,Neutered,7/20/2016,6,2/20/2019,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2/21/2019,"13000 BLK OAK CREST DR, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A622485,*CABERNET,CAT,GRAY,,Spayed,2/25/2015,8,2/25/2019,NORMAL,STRAY,FIELD,,6/15/2019,"6400 ATLANTIC AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A622538,*GISMO,CAT,SEAL PT,,Male,12/27/2018,4,2/27/2019,ILL MODERATETE,STRAY,OTC,,3/6/2019,"PINE AVE / OCEAN BLVD, LONG BEACH, CA 90802",LONG BEACH,RESCUE,ZOEYSPLACE,Alive on Intake,FALSE,1
A622545,*SPEK,CAT,BRN TABBY,,Neutered,11/27/2018,4,2/27/2019,FRACTIOUS,STRAY,TRAP,,3/5/2019,"1100 BLK RAYMOND AVE, LONG BEACH, CA 90804",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A622553,*GINGER,CAT,ORG TABBY,WHITE,Spayed,2/27/2017,6,2/27/2019,NORMAL,STRAY,OTC,,3/15/2019,"1500 BLK PINE AVE, LONG BBEACH, CA 90813",LONG BEACH,RESCUE,FOLBA,Alive on Intake,FALSE,1
A622693,BANDIT,CAT,GRAY TABBY,,Neutered,3/3/2016,7,3/3/2019,NORMAL,STRAY,TRAP,,3/7/2019,"3600 E VERMONT ST, LONG BEACH, CA 90814",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A622694,*KITTY PURRY,CAT,BLACK,,Female,11/3/2018,4,3/3/2019,NORMAL,STRAY,OTC,,3/8/2019,"11TH ST / CERRITOS AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A622697,,CAT,GRAY TABBY,,Female,3/3/2017,6,3/3/2019,NORMAL,STRAY,OTC,,3/6/2019,"PALOS VERDE AVE / E CARSON ST, LONG BEACH, CA 90808",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A622713,,CAT,BLACK,,Male,11/3/2018,4,3/3/2019,NORMAL,STRAY,OTC,,3/6/2019,"11TH ST / CERRITOS AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A622714,,CAT,GRAY,,Spayed,3/3/2017,6,3/3/2019,NORMAL,STRAY,OTC,,3/6/2019,"11TH ST / CERRITOS AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A622796,*SPRINKLES,CAT,CALICO,WHITE,Spayed,3/8/2011,12,3/6/2019,FRACTIOUS,STRAY,OTC,,5/14/2019,"11000 LOS ALAMITOS BLVD, LOS ALAMITOS, CA 90720",LOS ALAMITOS,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A622908,*DUNKIN,CAT,BLACK,,Neutered,3/8/2017,6,3/8/2019,NORMAL,STRAY,OTC,,3/15/2019,"2300 BLK E POPPY ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A622974,*FOGGIE,CAT,CALICO,,Spayed,3/9/2016,7,3/18/2019,NORMAL,STRAY,TRAP,,4/12/2019,"400 BLK E HULLETT ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A623030,,CAT,ORANGE,WHITE,Male,3/7/2019,4,3/10/2019,UNDER AGE/WEIGHT,STRAY,OTC,,3/16/2019,"3100 BLK E ARTESIA BLVD, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A623031,,CAT,ORANGE,WHITE,Female,3/7/2019,4,3/10/2019,UNDER AGE/WEIGHT,STRAY,OTC,,3/16/2019,"3100 BLK E ARTESIA BLVD, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A623039,*FREDDIE M.,CAT,GRAY TABBY,,Spayed,3/10/2017,6,3/10/2019,NORMAL,STRAY,OTC,,3/14/2019,"200TH BLK E FORHAN ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A623045,*FUROSHA,CAT,ORG TABBY,,Spayed,3/10/2017,6,3/10/2019,FRACTIOUS,STRAY,FIELD,,4/12/2019,"800 ATLANTIC AVE, LONG BEACH, CA 90813",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A623096,,CAT,CHOC PT,TAN,Unknown,2/12/2019,4,3/12/2019,UNDER AGE/WEIGHT,STRAY,FIELD,,3/12/2019,"21100 BADER CIR, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A623157,,CAT,BLACK,,Female,3/11/2019,4,3/13/2019,UNDER AGE/WEIGHT,STRAY,OTC,,3/15/2019,"4600 BENTREE AVE, LONG BEACH, CA 90807",LONG BEACH,TRANSFER,SBACC,Alive on Intake,FALSE,1
A623159,,CAT,BLACK,,Male,3/11/2019,4,3/13/2019,UNDER AGE/WEIGHT,STRAY,OTC,,3/15/2019,"4600 BENTREE AVE, LONG BEACH, CA 90807",LONG BEACH,TRANSFER,SBACC,Alive on Intake,FALSE,1
A623196,*MOSQUITO,CAT,BLACK,,Neutered,3/14/2016,7,3/14/2019,NORMAL,STRAY,TRAP,,3/16/2019,"2000 BLK E POPPY ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A623207,*TYLENOL,CAT,ORANGE,WHITE,Neutered,3/14/2014,9,3/14/2019,FRACTIOUS,STRAY,TRAP,,3/29/2019,"6400 BLK CALIFORNIA AVE, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A623219,MILO,CAT,SEAL PT,,Neutered,3/14/2015,8,3/14/2019,NORMAL,SAFE KEEP,,,3/16/2019,"6400 ATLANTIC AVE, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A623242,*PORTER,CAT,CRM TABBY,,Male,7/14/2018,4,3/14/2019,NORMAL,STRAY,OTC,,3/17/2019,"3300 SAN FRANCISCO AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A623298,,CAT,BRN TABBY,,Male,3/15/2019,4,3/15/2019,UNDER AGE/WEIGHT,STRAY,FIELD,,3/18/2019,"1500 E 20TH ST, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A623407,*CAMILA,CAT,GRAY TABBY,,Spayed,3/17/2016,7,3/17/2019,NORMAL,STRAY,OTC,,3/20/2019,"1500 BLK PACIFIC AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A623417,*SLOPPY BOY,CAT,GRAY,WHITE,Neutered,3/22/2014,9,3/17/2019,FRACTIOUS,STRAY,TRAP,,3/23/2019,"4000 BLK BRAYTON AVE, LONG BEACH, CA 90807",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A623442,,CAT,BRN TABBY,,Female,3/18/2018,5,3/18/2019,NORMAL,STRAY,FIELD,,3/21/2019,"5000 BLK ROSE AVE, LONG BEACH, CA 90807",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
